mashup_id,api_id,probability
0,3345,0.5
0,3888,0.5
1,8403,1.0
2,6860,1.0
3,8396,1.0
4,4545,1.0
5,9871,0.5
5,10790,0.5
6,3888,0.3333333333333333
6,7029,0.3333333333333333
6,9871,0.3333333333333333
7,5222,0.5
7,9845,0.5
8,3345,0.5
8,9871,0.5
9,3852,0.5
9,5170,0.5
10,3126,0.25
10,3902,0.25
10,4545,0.25
10,9871,0.25
11,2842,0.3333333333333333
11,9871,0.3333333333333333
11,9873,0.3333333333333333
12,3844,0.3333333333333333
12,10954,0.3333333333333333
12,11078,0.3333333333333333
13,5582,1.0
14,3884,1.0
15,3882,1.0
16,8396,1.0
17,3345,0.3333333333333333
17,9871,0.3333333333333333
17,10954,0.3333333333333333
18,3888,1.0
19,11078,1.0
20,3888,0.5
20,9871,0.5
21,3888,0.3333333333333333
21,10952,0.3333333333333333
21,11078,0.3333333333333333
22,3888,0.5
22,9871,0.5
23,4039,0.3333333333333333
23,5040,0.3333333333333333
23,5365,0.3333333333333333
24,3888,1.0
25,394,0.3333333333333333
25,10974,0.3333333333333333
25,10975,0.3333333333333333
26,4250,1.0
27,3888,1.0
28,9871,1.0
29,9844,0.5
29,9871,0.5
30,2413,1.0
31,3888,0.5
31,9871,0.5
32,3888,1.0
33,3888,1.0
34,3888,1.0
35,3888,0.5
35,3923,0.5
36,3888,1.0
37,3888,1.0
38,3888,0.5
38,9873,0.5
39,9871,1.0
40,394,1.0
42,3888,1.0
43,3888,1.0
44,3888,1.0
45,3872,0.5
45,3888,0.5
46,3828,0.5
46,3888,0.5
47,938,0.25
47,947,0.25
47,5714,0.25
47,5723,0.25
48,3832,0.2
48,3834,0.2
48,3837,0.2
48,3914,0.2
48,3930,0.2
49,3832,0.5
49,9091,0.5
50,2677,0.5
50,3888,0.5
51,3888,1.0
52,32,1.0
53,1553,0.3333333333333333
53,5978,0.3333333333333333
53,10674,0.3333333333333333
54,3888,1.0
55,3888,1.0
56,3888,1.0
57,11078,1.0
58,3345,1.0
59,5715,1.0
60,3872,0.5
60,3888,0.5
61,3888,1.0
62,394,0.25
62,3832,0.25
62,3834,0.25
62,3895,0.25
63,9844,0.5
63,9845,0.5
64,3834,0.25
64,3930,0.25
64,5714,0.25
64,11078,0.25
65,53,0.5
65,10958,0.5
66,53,0.5
66,10983,0.5
67,53,1.0
68,53,1.0
69,53,1.0
70,57,0.5
70,10952,0.5
71,57,0.5
71,10952,0.5
72,2331,0.1111111111111111
72,3126,0.1111111111111111
72,3345,0.1111111111111111
72,4316,0.1111111111111111
72,5040,0.1111111111111111
72,5170,0.1111111111111111
72,9498,0.1111111111111111
72,9871,0.1111111111111111
72,11078,0.1111111111111111
73,3888,1.0
74,3837,0.5
74,10946,0.5
75,394,1.0
76,3453,0.5
76,3888,0.5
77,9844,0.5
77,9845,0.5
78,3453,1.0
79,3888,1.0
80,2677,1.0
81,3888,1.0
82,376,0.16666666666666666
82,391,0.16666666666666666
82,394,0.16666666666666666
82,401,0.16666666666666666
82,3126,0.16666666666666666
82,11078,0.16666666666666666
83,3888,1.0
84,3888,1.0
85,394,0.25
85,1822,0.25
85,2677,0.25
85,11078,0.25
86,394,0.25
86,1822,0.25
86,2677,0.25
86,11078,0.25
87,6618,1.0
88,6618,1.0
89,3888,1.0
90,3888,1.0
91,3888,1.0
92,10962,1.0
93,3914,0.25
93,5714,0.25
93,10974,0.25
93,10975,0.25
94,3345,0.2
94,5170,0.2
94,8591,0.2
94,9871,0.2
94,10290,0.2
95,11078,1.0
96,894,1.0
97,3888,0.5
97,11078,0.5
98,394,1.0
99,3888,1.0
100,9161,1.0
101,3888,1.0
102,3888,0.5
102,3914,0.5
103,3888,0.5
103,3889,0.5
104,336,0.5
104,3888,0.5
105,10974,0.5
105,10976,0.5
106,3852,0.25
106,3878,0.25
106,3881,0.25
106,3888,0.25
107,10506,1.0
108,392,0.3333333333333333
108,7749,0.3333333333333333
108,9844,0.3333333333333333
109,3888,1.0
110,32,0.25
110,53,0.25
110,3850,0.25
110,10043,0.25
111,382,0.3333333333333333
111,9285,0.3333333333333333
111,11078,0.3333333333333333
112,3126,0.1111111111111111
112,3453,0.1111111111111111
112,3699,0.1111111111111111
112,3745,0.1111111111111111
112,3936,0.1111111111111111
112,3957,0.1111111111111111
112,6525,0.1111111111111111
112,8923,0.1111111111111111
112,9871,0.1111111111111111
113,10952,0.3333333333333333
113,10958,0.3333333333333333
113,10962,0.3333333333333333
114,394,0.2
114,3831,0.2
114,6154,0.2
114,6323,0.2
114,9871,0.2
115,3889,0.3333333333333333
115,3890,0.3333333333333333
115,10962,0.3333333333333333
116,3888,0.5
116,10962,0.5
117,939,1.0
118,3888,1.0
119,1670,0.16666666666666666
119,3881,0.16666666666666666
119,3888,0.16666666666666666
119,10958,0.16666666666666666
119,11019,0.16666666666666666
119,11035,0.16666666666666666
120,1170,1.0
121,3888,1.0
122,394,0.5
122,2677,0.5
123,68,0.3333333333333333
123,3345,0.3333333333333333
123,4545,0.3333333333333333
124,394,0.25
124,2331,0.25
124,3345,0.25
124,10043,0.25
125,2331,1.0
126,3888,1.0
127,3828,0.25
127,3829,0.25
127,3888,0.25
127,10174,0.25
128,3829,1.0
129,5715,1.0
130,6618,1.0
131,938,1.0
132,4393,1.0
133,5715,0.16666666666666666
133,5717,0.16666666666666666
133,5721,0.16666666666666666
133,10688,0.16666666666666666
133,10689,0.16666666666666666
133,10699,0.16666666666666666
134,3126,0.2
134,3829,0.2
134,5712,0.2
134,9871,0.2
134,10976,0.2
135,3872,0.3333333333333333
135,3888,0.3333333333333333
135,3891,0.3333333333333333
136,7867,1.0
137,3345,0.25
137,3888,0.25
137,5721,0.25
137,11078,0.25
138,394,0.16666666666666666
138,2331,0.16666666666666666
138,3345,0.16666666666666666
138,3888,0.16666666666666666
138,9871,0.16666666666666666
138,11078,0.16666666666666666
139,392,0.5
139,9032,0.5
140,10674,1.0
141,3837,0.5
141,10946,0.5
142,9932,1.0
143,9844,1.0
144,3844,1.0
145,273,1.0
146,394,0.125
146,1202,0.125
146,1914,0.125
146,5175,0.125
146,5551,0.125
146,6760,0.125
146,11078,0.125
146,11091,0.125
147,2331,0.25
147,2413,0.25
147,9202,0.25
147,9871,0.25
148,988,0.3333333333333333
148,7350,0.3333333333333333
148,9871,0.3333333333333333
149,3829,0.5
149,3853,0.5
150,1914,1.0
151,9844,1.0
152,5464,1.0
153,9844,0.5
153,9845,0.5
154,2677,1.0
155,5715,1.0
156,3888,1.0
157,5950,1.0
158,9844,0.5
158,9845,0.5
159,3891,1.0
160,5715,1.0
161,2508,1.0
162,53,1.0
163,9844,0.5
163,9845,0.5
164,3345,0.3333333333333333
164,3486,0.3333333333333333
164,11078,0.3333333333333333
165,3888,1.0
166,3888,0.5
166,8585,0.5
167,3850,0.25
167,3862,0.25
167,3882,0.25
167,8023,0.25
168,681,1.0
169,3888,0.3333333333333333
169,5715,0.3333333333333333
169,10962,0.3333333333333333
170,11078,1.0
171,394,0.25
171,3345,0.25
171,5040,0.25
171,10674,0.25
172,1946,1.0
173,3850,0.5
173,7872,0.5
174,3888,1.0
175,382,0.2
175,3345,0.2
175,10954,0.2
175,10986,0.2
175,11078,0.2
176,5040,0.5
176,5982,0.5
177,394,1.0
178,394,1.0
179,394,0.25
179,401,0.25
179,5363,0.25
179,8204,0.25
180,3837,1.0
181,3126,0.2
181,3927,0.2
181,5940,0.2
181,9871,0.2
181,10966,0.2
182,9844,0.5
